,Embedding,Method,Time,Dimension,Window,Word count,Sampling,Cross-sentence,Epochs,Dataset,Out of vocabulary,Low bin lower bound,Low bin upper bound,Mid bin lower bound,Mid bin upper bound,High bin lower bound,High bin upper bound,Low bin score,Low bin pair count,Middle bin score,Middle bin pair count,High bin score,High bin pair count,Mixed bin score,Mixed bin pair count,General score
105,w2v,CBOW,2020-05-06 04:39:29.312372,300,2,10000000,hs,No,100,MEN,9,1,55,56,273,275,15615,0.2720912985546041,445,0.48879570746847106,294,0.6702585128432542,379,0.5173783278830356,1882,0.49894342935826197
106,w2v,CBOW,2020-05-06 04:39:31.673149,300,2,10000000,hs,No,100,MTurk,67,1,95,95,337,350,6396,0.09486681664777864,21,0.047510699247441404,21,0.6861296093913621,29,0.4765858534466051,216,0.4641549105940706
107,w2v,CBOW,2020-05-06 04:39:33.909745,300,2,10000000,hs,No,100,RG65,0,2,20,21,183,199,1644,0.25,7,0.0,7,0.6,6,0.540800534432492,45,0.49569997289267753
108,w2v,CBOW,2020-05-06 04:39:36.253981,300,2,10000000,hs,No,100,RW,630,1,9,9,102,102,9062,0.10524422430482883,99,0.3927367464447238,137,0.47572543388638117,128,0.17937263632510136,1670,0.2012942445684628
109,w2v,CBOW,2020-05-06 04:39:38.505602,300,2,10000000,hs,No,100,SimLex-999,3,1,83,84,329,330,7843,-0.06755335102580283,98,0.19138681190942372,90,0.15897981468914363,180,0.2235444152262107,631,0.16603304082330464
110,w2v,CBOW,2020-05-06 04:39:41.147168,300,2,10000000,hs,No,100,TR9856,1724,1,81,81,394,398,6423,0.2564556591925068,153,0.48307259237497424,121,0.5830005391091021,179,0.06848976747034818,9403,0.07960584060957063
111,w2v,CBOW,2020-05-06 04:39:43.367003,300,2,10000000,hs,No,100,WS353,0,2,169,170,611,625,8220,0.2612401841604333,33,0.7383247074916652,23,0.8374294098482904,27,0.6284763774792135,120,0.5631529949380941
112,w2v,CBOW,2020-05-06 04:58:44.351699,300,5,10000000,hs,No,100,MEN,9,1,55,56,273,275,15615,0.31872981713909154,445,0.4947793210729518,294,0.6330236255892299,379,0.5080696937537085,1882,0.49422709888042116
113,w2v,CBOW,2020-05-06 04:58:46.555368,300,5,10000000,hs,No,100,MTurk,67,1,95,95,337,350,6396,0.2781027227756799,21,0.3137007813324213,21,0.6265090113760267,29,0.3993337230345782,216,0.4214611581220986
114,w2v,CBOW,2020-05-06 04:58:48.781977,300,5,10000000,hs,No,100,RG65,0,2,20,21,183,199,1644,-0.07142857142857144,7,-0.1785714285714286,7,0.3714285714285715,6,0.4437489765354329,45,0.4545464501663025
115,w2v,CBOW,2020-05-06 04:58:51.110981,300,5,10000000,hs,No,100,RW,630,1,9,9,102,102,9062,0.0909609793585129,99,0.4196711469790564,137,0.4904186504306865,128,0.16347766906538613,1670,0.19403620135592253
116,w2v,CBOW,2020-05-06 04:58:53.377854,300,5,10000000,hs,No,100,SimLex-999,3,1,83,84,329,330,7843,0.0018171500747856354,98,0.22325305772220622,90,0.1421629502835103,180,0.22322725896379278,631,0.1710846593376679
117,w2v,CBOW,2020-05-06 04:58:56.079534,300,5,10000000,hs,No,100,TR9856,1724,1,81,81,394,398,6423,0.2755735854527752,153,0.5688426449369417,121,0.5397348889367826,179,0.07597884044511898,9403,0.08650937433665963
118,w2v,CBOW,2020-05-06 04:58:58.408277,300,5,10000000,hs,No,100,WS353,0,2,169,170,611,625,8220,0.3834196944747499,33,0.772918234616442,23,0.7699587938889495,27,0.5736322402157533,120,0.5911470329174705
119,w2v,CBOW,2020-05-06 05:19:10.764598,300,10,10000000,hs,No,100,MEN,9,1,55,56,273,275,15615,0.2834341830767587,445,0.5062207499287009,294,0.6319155034892975,379,0.4660001107773228,1882,0.46451056850792427
120,w2v,CBOW,2020-05-06 05:19:13.000038,300,10,10000000,hs,No,100,MTurk,67,1,95,95,337,350,6396,0.22871999630149373,21,0.4158813262892473,21,0.5410199720730454,29,0.38599206810379927,216,0.41683860565065545
121,w2v,CBOW,2020-05-06 05:19:15.219256,300,10,10000000,hs,No,100,RG65,0,2,20,21,183,199,1644,-0.25,7,-0.25,7,0.14285714285714288,6,0.403755564693264,45,0.2893641215598541
122,w2v,CBOW,2020-05-06 05:19:17.576278,300,10,10000000,hs,No,100,RW,630,1,9,9,102,102,9062,0.12377175372684275,99,0.35000017746589196,137,0.4635788507840295,128,0.14262356721231986,1670,0.17520482337087978
123,w2v,CBOW,2020-05-06 05:19:19.796775,300,10,10000000,hs,No,100,SimLex-999,3,1,83,84,329,330,7843,0.027321010773531395,98,0.23620206435189017,90,0.15645291233489245,180,0.2286270353894476,631,0.18137879793024625
124,w2v,CBOW,2020-05-06 05:19:22.438915,300,10,10000000,hs,No,100,TR9856,1724,1,81,81,394,398,6423,0.3482635993208823,153,0.5608370728809235,121,0.5076050605572332,179,0.08423049067453152,9403,0.0976009145588323
125,w2v,CBOW,2020-05-06 05:19:24.774692,300,10,10000000,hs,No,100,WS353,0,2,169,170,611,625,8220,0.3454788615864464,33,0.7694588819039645,23,0.7800335917471316,27,0.5900788832905174,120,0.5905595798810579
126,w2v,CBOW,2020-05-06 10:29:06.898729,100,2,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.08006800481887529,303,0.07375919435704623,251,0.38748651192755956,297,0.14392746405871987,2149,0.14192653404910707
127,w2v,CBOW,2020-05-06 10:29:07.218565,100,2,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,-0.30363943852253006,22,-0.1198347746881652,18,0.4906870457752838,27,0.21126324578612163,220,0.20178323984806587
128,w2v,CBOW,2020-05-06 10:29:07.538651,100,2,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.28571428571428575,7,0.09999999999999999,5,0.21114074676223374,46,0.2601853854722989
129,w2v,CBOW,2020-05-06 10:29:08.013769,100,2,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27471100153157707,54,0.06794098853516971,76,0.4255718316872521,55,0.1201170070275844,1849,0.13271111520309709
130,w2v,CBOW,2020-05-06 10:29:08.413788,100,2,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.1265920771434028,91,0.13823100183842313,94,0.08009885813481725,168,0.11885594993075027,646,0.10790562861550056
131,w2v,CBOW,2020-05-06 10:29:09.328734,100,2,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.17109094597644223,109,0.4893470815210568,91,0.5378822021458511,150,0.09135403378612682,9506,0.09855483943314834
132,w2v,CBOW,2020-05-06 10:29:09.718344,100,2,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.45172588578716494,33,0.6531074488664657,22,0.5470282847872651,25,0.3169732835657939,123,0.3886012462770036
133,w2v,CBOW,2020-05-06 10:30:27.288829,100,5,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.08114607292714891,303,0.16810696765441097,251,0.4682658740112895,297,0.1325499399196756,2149,0.14837486955103743
134,w2v,CBOW,2020-05-06 10:30:27.588449,100,5,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,-0.17738484602303967,22,0.06301656255153515,18,0.6427481215662554,27,0.24194578026793884,220,0.2469825696711461
135,w2v,CBOW,2020-05-06 10:30:27.863447,100,5,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.5,7,0.19999999999999998,5,0.16704759286102439,46,0.2698933047651675
136,w2v,CBOW,2020-05-06 10:30:28.278225,100,5,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27273005263400046,54,0.007738901088932592,76,0.2743704459123052,55,0.09335185171526601,1849,0.10266739007576194
137,w2v,CBOW,2020-05-06 10:30:28.634025,100,5,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.11857449810195124,91,0.25412915678773035,94,0.08631102469484976,168,0.07477073407858335,646,0.08544708465837514
138,w2v,CBOW,2020-05-06 10:30:29.433655,100,5,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.2062337912406746,109,0.5446042277816817,91,0.5161706059169203,150,0.09187843736004173,9506,0.10096408783311747
139,w2v,CBOW,2020-05-06 10:30:29.729291,100,5,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.3711205232675221,33,0.45762719167979,22,0.7135987821943577,25,0.3291820515761718,123,0.3752958020837577
140,w2v,CBOW,2020-05-06 10:31:58.223296,100,10,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.08110329820059332,303,0.08521657205644935,251,0.38787832441596737,297,0.10924953767510388,2149,0.1205107152122136
141,w2v,CBOW,2020-05-06 10:31:58.532482,100,10,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,0.02142329058249271,22,0.28615717748811864,18,0.48213742705611273,27,0.21936832187306393,220,0.24619768345745952
142,w2v,CBOW,2020-05-06 10:31:58.830632,100,10,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.5714285714285715,7,0.39999999999999997,5,0.11041815010554956,46,0.2185487113042396
143,w2v,CBOW,2020-05-06 10:31:59.253534,100,10,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27471100153157707,54,0.034660979258735194,76,0.22916516402826598,55,0.09109545463519893,1849,0.10128159787301805
144,w2v,CBOW,2020-05-06 10:31:59.608555,100,10,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.14248983719837777,91,0.08829819535162915,94,0.05524892642991636,168,0.12790212549009305,646,0.10247886109035367
145,w2v,CBOW,2020-05-06 10:32:00.446313,100,10,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.2382746203360846,109,0.40169305103344816,91,0.47972602980148765,150,0.09581824734226232,9506,0.10259041337988858
146,w2v,CBOW,2020-05-06 10:32:00.778460,100,10,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.4429936381808703,33,0.2350282860972749,22,0.4423927760234563,25,0.33081698168215745,123,0.3424995212082711
147,w2v,CBOW,2020-05-06 10:33:53.053722,300,2,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.06415967318214885,303,0.14450540742234141,251,0.47097465017383716,297,0.12023187241143823,2149,0.13323552698809532
148,w2v,CBOW,2020-05-06 10:33:53.299531,300,2,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,-0.20080764372656507,22,-0.027892576867072937,18,0.5041221609054097,27,0.14834445925552797,220,0.14382112134368877
149,w2v,CBOW,2020-05-06 10:33:53.523865,300,2,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.10714285714285716,7,-0.39999999999999997,5,0.1023282297119103,46,0.1445230874412374
150,w2v,CBOW,2020-05-06 10:33:53.867817,300,2,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27471100153157707,54,-0.03955590256233567,76,0.4150010834094999,55,0.130284540775218,1849,0.13711440823411727
151,w2v,CBOW,2020-05-06 10:33:54.148975,300,2,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.07022655674513355,91,0.14757308240381523,94,0.12230717010127161,168,0.1135444711692291,646,0.10175663057627052
152,w2v,CBOW,2020-05-06 10:33:54.812068,300,2,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.21950373050722866,109,0.4339936544770533,91,0.42696136746317387,150,0.08230848969132863,9506,0.0899984493301204
153,w2v,CBOW,2020-05-06 10:33:55.036297,300,2,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.5642375376374996,33,0.47570629061034964,22,0.4193114137961455,25,0.47393302316884045,123,0.46999191589967054
154,w2v,CBOW,2020-05-06 10:35:42.190748,300,5,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.06760581781877337,303,0.0987480320135183,251,0.4620841727687439,297,0.10276551328898267,2149,0.11767755560997681
155,w2v,CBOW,2020-05-06 10:35:42.425831,300,5,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,-0.22937203116988866,22,0.041322336099367314,18,0.41679391255959075,27,0.1607792809896395,220,0.14088440654027726
156,w2v,CBOW,2020-05-06 10:35:42.660666,300,5,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.7500000000000002,7,0.6,5,0.1443834647353327,46,0.2579063254125736
157,w2v,CBOW,2020-05-06 10:35:42.995995,300,5,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27273005263400046,54,0.038106567729426034,76,0.325348150064059,55,0.09804975631570083,1849,0.10850001235011353
158,w2v,CBOW,2020-05-06 10:35:43.319514,300,5,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.15736923539929742,91,0.1373567622804862,94,0.08832437914524939,168,0.09244707774874097,646,0.0906940227798288
159,w2v,CBOW,2020-05-06 10:35:44.001790,300,5,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.27551483974108115,109,0.48629210286799684,91,0.4407510511350661,150,0.08955981414569818,9506,0.09762228590919458
160,w2v,CBOW,2020-05-06 10:35:44.236655,300,5,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.38757745144861583,33,0.30960456918583323,22,0.5835737749805071,25,0.4427210143013159,123,0.4190763013500564
161,w2v,CBOW,2020-05-06 10:37:41.283509,300,10,1000000,hs,Yes,100,MEN,109,1,6,6,24,24,1019,0.06758551794854362,303,0.07002068291805018,251,0.325716471174691,297,0.07344906232083448,2149,0.08427630440125237
162,w2v,CBOW,2020-05-06 10:37:41.526724,300,10,1000000,hs,Yes,100,MTurk,100,1,9,9,31,31,424,-0.03684805980188747,22,0.4059919521762839,18,0.3691603225527804,27,0.14245760857577405,220,0.14799820037080189
163,w2v,CBOW,2020-05-06 10:37:41.739113,300,10,1000000,hs,Yes,100,RG65,7,1,3,4,13,13,142,0.0,7,0.5714285714285715,7,0.19999999999999998,5,0.07812022364850123,46,0.18127293090430865
164,w2v,CBOW,2020-05-06 10:37:42.082981,300,10,1000000,hs,Yes,100,RW,1333,1,3,3,20,20,827,0.27471100153157707,54,0.0214392171509652,76,0.3169420601366997,55,0.09971958763085727,1849,0.1083870453778886
165,w2v,CBOW,2020-05-06 10:37:42.355966,300,10,1000000,hs,Yes,100,SimLex-999,49,1,8,8,31,31,547,0.1611355578119148,91,0.0016112018299168074,94,0.16999494452544459,168,0.0957462921358891,646,0.09877099304077637
166,w2v,CBOW,2020-05-06 10:37:43.064617,300,10,1000000,hs,Yes,100,TR9856,1798,1,10,10,38,38,597,0.2939149587674182,109,0.44057459553176215,91,0.4888620460931889,150,0.09240111948109005,9506,0.09941210488026808
167,w2v,CBOW,2020-05-06 10:37:43.287631,300,10,1000000,hs,Yes,100,WS353,12,1,14,14,51,52,577,0.3830433998068859,33,0.26214693449311427,22,0.5928063198714314,25,0.3491494819830023,123,0.35751504028192566
168,w2v,CBOW,2020-05-06 10:44:13.692130,100,2,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.22739080491396646,380,0.45454716728700184,313,0.6330645087247011,382,0.4382618604116843,1925,0.4433912201612771
169,w2v,CBOW,2020-05-06 10:44:14.583172,100,2,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,-0.1182202075991639,21,0.2625081775733053,21,0.7046632222779187,33,0.41012000548937616,212,0.43075001237976945
170,w2v,CBOW,2020-05-06 10:44:15.483889,100,2,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.08571428571428573,6,0.10714285714285716,7,0.28571428571428575,7,0.40453991917102083,45,0.39519178382902465
171,w2v,CBOW,2020-05-06 10:44:16.476769,100,2,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.1797453064201106,104,0.28901613148378824,123,0.4844242333853629,96,0.16716151699892418,1711,0.18999044426433268
172,w2v,CBOW,2020-05-06 10:44:17.409059,100,2,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,-0.019357214264887904,97,0.054019222962698704,96,0.04372658322214359,186,0.23098546286723046,620,0.13301264808906613
173,w2v,CBOW,2020-05-06 10:44:18.720680,100,2,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.011932559414003391,146,0.49524879299953445,118,0.5742348139512439,174,0.0793449053280382,9418,0.08255043386316362
174,w2v,CBOW,2020-05-06 10:44:19.619102,100,2,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.15160403299725025,32,0.7579780025497905,22,0.6621889864968801,27,0.5075380051878228,122,0.46063774951289665
175,w2v,CBOW,2020-05-06 10:50:18.543367,100,5,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.2133728148840162,380,0.4912660101322157,313,0.6070032186202391,382,0.43472286981963365,1925,0.4398299912148592
176,w2v,CBOW,2020-05-06 10:50:19.525820,100,5,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,0.2897044647759731,21,0.3547759033540215,21,0.7384255493415192,33,0.41159967236707057,212,0.4578965619679685
177,w2v,CBOW,2020-05-06 10:50:20.863136,100,5,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.5428571428571429,6,0.8571428571428573,7,0.28571428571428575,7,0.3580206288485613,45,0.3865151364349243
178,w2v,CBOW,2020-05-06 10:50:22.084874,100,5,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.1922436941311638,104,0.2990455910789074,123,0.49851958396471174,96,0.13076344653510902,1711,0.16466546957026848
179,w2v,CBOW,2020-05-06 10:50:23.171131,100,5,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,-0.055165430598644545,97,0.013925347155000056,96,0.018626202202083855,186,0.237073278915374,620,0.12832914135304982
180,w2v,CBOW,2020-05-06 10:50:24.668139,100,5,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.1030520143849459,146,0.5209061598542134,118,0.5772300624553635,174,0.08228969896954422,9418,0.08873805885912092
181,w2v,CBOW,2020-05-06 10:50:25.672183,100,5,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.3162236480293309,32,0.7235244569793455,22,0.6441764691140696,27,0.49599471368613274,122,0.48267048194540035
182,w2v,CBOW,2020-05-06 10:57:25.457323,100,10,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.20587530619881744,380,0.4810241036474576,313,0.6071936010717088,382,0.41282328779867533,1925,0.4252081264847084
183,w2v,CBOW,2020-05-06 10:57:26.671790,100,10,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,0.30204613480006165,21,0.13775181595430872,21,0.5737924198482198,33,0.4122308457223068,212,0.41514834285143354
184,w2v,CBOW,2020-05-06 10:57:27.700221,100,10,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.4285714285714286,6,-0.14285714285714288,7,0.5,7,0.3080749885306797,45,0.30090700584880054
185,w2v,CBOW,2020-05-06 10:57:28.844997,100,10,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.18204657543170302,104,0.25593826425962823,123,0.48628281185443967,96,0.10533329864499325,1711,0.1394251954210761
186,w2v,CBOW,2020-05-06 10:57:29.845760,100,10,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,0.008810688558067187,97,0.05242523534388477,96,0.023285783298645207,186,0.2291565425341685,620,0.13361458291784623
187,w2v,CBOW,2020-05-06 10:57:31.238901,100,10,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.06876409462089235,146,0.5054261948760422,118,0.5393444083129604,174,0.09117639305021069,9418,0.09623987178758348
188,w2v,CBOW,2020-05-06 10:57:32.110433,100,10,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.24362969752520625,32,0.8635978881509909,22,0.6231109826833251,27,0.5024752160150231,122,0.4668988987593506
189,w2v,CBOW,2020-05-06 11:08:34.832014,300,2,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.2519465763879449,380,0.4307263810209954,313,0.6182756257383091,382,0.41769643357193126,1925,0.427244971733045
190,w2v,CBOW,2020-05-06 11:08:36.081971,300,2,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,0.06625528118194901,21,0.578947490638156,21,0.49891359546954156,33,0.3720259848727023,212,0.41247174012597354
191,w2v,CBOW,2020-05-06 11:08:37.362244,300,2,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.5428571428571429,6,0.8571428571428573,7,0.8214285714285715,7,0.3726485076751704,45,0.4538738952979402
192,w2v,CBOW,2020-05-06 11:08:38.962157,300,2,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.19206823080476668,104,0.35293378073628406,123,0.4767932086491898,96,0.15244109701022449,1711,0.17891910117175572
193,w2v,CBOW,2020-05-06 11:08:40.338178,300,2,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,-0.05486297412575567,97,0.05857734925990282,96,0.06906101564409184,186,0.2509651429640941,620,0.1415363690407748
194,w2v,CBOW,2020-05-06 11:08:42.102209,300,2,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.025633925130449285,146,0.5046103927016591,118,0.5793554202591293,174,0.07890316363828126,9418,0.08508117270252029
195,w2v,CBOW,2020-05-06 11:08:43.332260,300,2,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.29990834097158575,32,0.7161818980872835,22,0.7232483674555598,27,0.5472405829437074,122,0.5271684674881041
196,w2v,CBOW,2020-05-06 11:19:48.093434,300,5,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.2988869960947109,380,0.4088131916796267,313,0.5444153107467321,382,0.38790291596994264,1925,0.4014419484354149
197,w2v,CBOW,2020-05-06 11:19:49.065367,300,5,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,0.2617733168267201,21,0.23911635976974344,21,0.44526158068035465,33,0.3476489612456719,212,0.3570182889903496
198,w2v,CBOW,2020-05-06 11:19:50.027729,300,5,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.6571428571428573,6,0.39285714285714296,7,0.5,7,0.2870556491356873,45,0.3476341396739556
199,w2v,CBOW,2020-05-06 11:19:51.137597,300,5,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.19578670360648928,104,0.20410756502723093,123,0.4696370032299342,96,0.13316136956826444,1711,0.1589114810328581
200,w2v,CBOW,2020-05-06 11:19:52.225577,300,5,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,-0.05014202309240326,97,-0.02209877303019493,96,0.0698704045558019,186,0.23044075200858738,620,0.12582038146168567
201,w2v,CBOW,2020-05-06 11:19:53.785660,300,5,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.1796833316404926,146,0.4920399339931632,118,0.5414824294479801,174,0.07527719783144504,9418,0.0844069554222585
202,w2v,CBOW,2020-05-06 11:19:54.956052,300,5,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.27607699358386806,32,0.699237531413294,22,0.5422073029130747,27,0.5559484481332159,122,0.5007940308066847
203,w2v,CBOW,2020-05-06 11:31:43.800129,300,10,5000000,hs,Yes,100,MEN,25,1,23,23,109,110,4505,0.2542838927456127,380,0.36704298519764783,313,0.5099653477155789,382,0.3643761001356061,1925,0.3731531962615165
204,w2v,CBOW,2020-05-06 11:31:44.975320,300,10,5000000,hs,Yes,100,MTurk,75,1,41,41,143,144,2107,0.39883081025212447,21,0.03833659028917082,21,0.39745947404575205,33,0.32232517758578727,212,0.318932801177044
205,w2v,CBOW,2020-05-06 11:31:46.108058,300,10,5000000,hs,Yes,100,RG65,1,1,9,9,82,83,574,0.6571428571428573,6,0.3214285714285715,7,0.25,7,0.287187431827819,45,0.29397880125451886
206,w2v,CBOW,2020-05-06 11:31:47.447246,300,10,5000000,hs,Yes,100,RW,844,1,6,6,57,57,3760,0.2005309620086871,104,0.0782652588147741,123,0.4644343401431389,96,0.096535672820398,1711,0.1213704942692114
207,w2v,CBOW,2020-05-06 11:31:48.865146,300,10,5000000,hs,Yes,100,SimLex-999,8,1,37,37,140,141,3127,0.15341118316180866,97,-0.046890367697279785,96,0.09529435464540474,186,0.24406494338911125,620,0.15662569323468054
208,w2v,CBOW,2020-05-06 11:31:50.895479,300,10,5000000,hs,Yes,100,TR9856,1739,1,34,34,172,173,2834,0.07833972343761857,146,0.4741034087698899,118,0.5123260502724855,174,0.08326243280336788,9418,0.09041539327958957
209,w2v,CBOW,2020-05-06 11:31:52.155492,300,10,5000000,hs,Yes,100,WS353,3,1,73,74,258,258,2886,0.31897341888175984,32,0.6088675758186841,22,0.5257212700542313,27,0.4546166567457773,122,0.415140590995017
210,w2v,CBOW,2020-05-06 11:47:47.615765,100,2,10000000,hs,Yes,100,MEN,9,1,44,44,207,209,10179,0.30149997507236137,417,0.5597772236996067,282,0.6730774504527643,385,0.5525271490964223,1916,0.5334733701212568
211,w2v,CBOW,2020-05-06 11:47:49.735888,100,2,10000000,hs,Yes,100,MTurk,66,1,78,79,265,269,4096,0.35649723203697226,22,0.46150898971526566,25,0.7023227465864272,34,0.47608656638018415,206,0.495731811282469
212,w2v,CBOW,2020-05-06 11:47:51.972315,100,2,10000000,hs,Yes,100,RG65,0,1,20,23,170,171,1204,-0.5357142857142858,7,-0.28571428571428575,7,0.14285714285714288,6,0.5299950656645913,45,0.3648960251936045
213,w2v,CBOW,2020-05-06 11:47:54.656107,100,2,10000000,hs,Yes,100,RW,627,1,8,8,90,90,7682,0.08435779724074824,107,0.32343100642767697,136,0.5373661332046065,126,0.1532395898306315,1665,0.18679227459554912
214,w2v,CBOW,2020-05-06 11:47:56.945836,100,2,10000000,hs,Yes,100,SimLex-999,4,1,75,75,270,271,6144,0.01525482801151905,97,0.1961119666398099,100,0.06247279237039942,192,0.2772119405737175,610,0.18511930948709868
215,w2v,CBOW,2020-05-06 11:47:59.846074,100,2,10000000,hs,Yes,100,TR9856,1723,1,65,66,330,333,5662,0.16700855119118818,152,0.5186853840787978,123,0.6095059346268367,177,0.06551001954560438,9404,0.07459721289151479
216,w2v,CBOW,2020-05-06 11:48:02.145951,100,2,10000000,hs,Yes,100,WS353,0,1,145,145,459,492,5329,0.3121943801732095,34,0.7239853951966475,25,0.6385809506435945,29,0.6442131859858587,115,0.5971693231417926
217,w2v,CBOW,2020-05-06 12:01:49.708260,100,5,10000000,hs,Yes,100,MEN,9,1,44,44,207,209,10179,0.2676730361467797,417,0.5793697249790148,282,0.6592939046012833,385,0.5365792707587665,1916,0.5201856748179395
218,w2v,CBOW,2020-05-06 12:01:51.699608,100,5,10000000,hs,Yes,100,MTurk,66,1,78,79,265,269,4096,0.5259887845109685,22,0.38837578867614936,25,0.6118581978529274,34,0.48794571076228666,206,0.49480071317683644
219,w2v,CBOW,2020-05-06 12:01:53.717789,100,5,10000000,hs,Yes,100,RG65,0,1,20,23,170,171,1204,-0.5,7,-0.5714285714285715,7,0.14285714285714288,6,0.42773843439762893,45,0.28687261779415746
220,w2v,CBOW,2020-05-06 12:01:55.926467,100,5,10000000,hs,Yes,100,RW,627,1,8,8,90,90,7682,0.048005020635913366,107,0.33656386787251824,136,0.5241217953842497,126,0.13669932719058275,1665,0.1709312033461316
221,w2v,CBOW,2020-05-06 12:01:57.934150,100,5,10000000,hs,Yes,100,SimLex-999,4,1,75,75,270,271,6144,0.015491540859973655,97,0.20936212644215693,100,0.07106055476946779,192,0.2782094797166728,610,0.18868292370250975
222,w2v,CBOW,2020-05-06 12:02:00.416710,100,5,10000000,hs,Yes,100,TR9856,1723,1,65,66,330,333,5662,0.17280583199711194,152,0.5784065692690433,123,0.5657733357918138,177,0.06352291013931022,9404,0.07349778452035986
223,w2v,CBOW,2020-05-06 12:02:02.416390,100,5,10000000,hs,Yes,100,WS353,0,1,145,145,459,492,5329,0.3806540386742363,34,0.7051356160443438,25,0.6215816892259988,29,0.5903824352928081,115,0.5696221511473797
